C-17 POPULATION BY BILINGUALISM AND TRILINGUALISM,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
State,State name,Total speakers of languages,,,,,Number of speakers speaking subsidiary languages      (1st language),,,,,Number of speakers speaking subsidiary languages      (2nd language),,,,
Code,,Code,Name,Persons,Males,Females,Code,1 st subsidiary languages,Persons,Males,Females,Code,2nd subsidiary languages,Persons,Males,Females
00,INDIA,,,,,,,,,,,001000,ASSAMESE,2,2,0
00,INDIA,,,,,,,,,,,006000,HINDI ,6,5,1
00,INDIA,,,,,,,,,,,012000,MANIPURI ,35,14,21
00,INDIA,,,,,,,,,,,040000,ENGLISH ,22,10,12
00,INDIA,,,,,,,,,,,042000,GANGTE ,39,19,20
00,INDIA,,,,,,,,,,,047000,HMAR,37,17,20
00,INDIA,,,,,,,,,,,071000,KUKI,2,2,0
00,INDIA,,,,,,,,,,,082000,LUSHAI/MIZO ,1,1,0
00,INDIA,,,,,,,,,,,096000,PAITE,112,56,56
00,INDIA,,,,,,,,,,,118000,VAIPHEI ,51,26,25
00,INDIA,,,,,,,,,,,123000,ZOU ,144,75,69
00,INDIA,115000,TIBETAN ,182685,99795,82890,,,,,,,,,,
00,INDIA,,,,,,001000,ASSAMESE,363,179,184,,,,,
00,INDIA,,,,,,,,,,,006000,HINDI ,215,113,102
00,INDIA,,,,,,,,,,,014000,NEPALI ,23,13,10
00,INDIA,,,,,,,,,,,040000,ENGLISH ,18,10,8
00,INDIA,,,,,,,,,,,090000,MONPA ,1,0,1
00,INDIA,,,,,,002000,BENGALI ,150,76,74,,,,,
00,INDIA,,,,,,,,,,,001000,ASSAMESE,1,0,1
00,INDIA,,,,,,,,,,,006000,HINDI ,45,26,19
00,INDIA,,,,,,,,,,,014000,NEPALI ,12,7,5
00,INDIA,,,,,,,,,,,040000,ENGLISH ,4,1,3
00,INDIA,,,,,,004000,DOGRI ,3,2,1,,,,,
00,INDIA,,,,,,,,,,,006000,HINDI ,1,1,0
00,INDIA,,,,,,005000,GUJARATI,144,112,32,,,,,
00,INDIA,,,,,,,,,,,006000,HINDI ,1,0,1
00,INDIA,,,,,,,,,,,022000,URDU,33,30,3
00,INDIA,,,,,,,,,,,028000,ARABIC/ARBI ,22,21,1
00,INDIA,,,,,,,,,,,029000,BALTI ,1,1,0
00,INDIA,,,,,,,,,,,040000,ENGLISH ,5,4,1
00,INDIA,,,,,,,,,,,124000,OTHERS,5,4,1
00,INDIA,,,,,,006000,HINDI ,40961,23781,17180,,,,,
00,INDIA,,,,,,,,,,,001000,ASSAMESE,242,125,117
00,INDIA,,,,,,,,,,,002000,BENGALI ,47,28,19
00,INDIA,,,,,,,,,,,005000,GUJARATI,11,6,5
00,INDIA,,,,,,,,,,,007000,KANNADA,584,410,174
00,INDIA,,,,,,,,,,,008000,KASHMIRI ,1,1,0
00,INDIA,,,,,,,,,,,013000,MARATHI ,99,51,48
00,INDIA,,,,,,,,,,,014000,NEPALI ,1022,627,395
00,INDIA,,,,,,,,,,,015000,ODIA ,225,108,117
00,INDIA,,,,,,,,,,,016000,PUNJABI ,3,2,1
00,INDIA,,,,,,,,,,,017000,SANSKRIT ,11,7,4
00,INDIA,,,,,,,,,,,020000,TAMIL ,23,10,13
00,INDIA,,,,,,,,,,,021000,TELUGU ,1,1,0
00,INDIA,,,,,,,,,,,022000,URDU,43,35,8
00,INDIA,,,,,,,,,,,023000,ADI ,6,5,1
00,INDIA,,,,,,,,,,,031000,BHOTIA ,11,6,5
00,INDIA,,,,,,,,,,,040000,ENGLISH ,14258,7889,6369
00,INDIA,,,,,,,,,,,055000,KHASI ,3,2,1
00,INDIA,,,,,,,,,,,059000,KINNAURI ,5,3,2
00,INDIA,,,,,,,,,,,073000,LADAKHI ,164,81,83
00,INDIA,,,,,,,,,,,088000,MISHMI ,5,4,1
00,INDIA,,,,,,,,,,,090000,MONPA ,39,19,20
00,INDIA,,,,,,,,,,,094000,NISSI/DAFLA ,10,4,6
00,INDIA,,,,,,,,,,,108000,SHERPA ,1,0,1
00,INDIA,,,,,,,,,,,111000,TAMANG ,1,0,1
00,INDIA,,,,,,,,,,,117000,TULU ,1,0,1
00,INDIA,,,,,,,,,,,124000,OTHERS,336,285,51
00,INDIA,,,,,,007000,KANNADA,267,153,114,,,,,
00,INDIA,,,,,,,,,,,006000,HINDI ,71,45,26
00,INDIA,,,,,,,,,,,009000,KONKANI,1,0,1
00,INDIA,,,,,,,,,,,013000,MARATHI ,1,1,0
00,INDIA,,,,,,,,,,,020000,TAMIL ,1,1,0
00,INDIA,,,,,,,,,,,040000,ENGLISH ,51,25,26
00,INDIA,,,,,,008000,KASHMIRI ,141,69,72,,,,,
00,INDIA,,,,,,,,,,,022000,URDU,111,54,57
00,INDIA,,,,,,,,,,,040000,ENGLISH ,4,2,2
00,INDIA,,,,,,,,,,,109000,SHINA,1,0,1
00,INDIA,,,,,,,,,,,124000,OTHERS,1,1,0
00,INDIA,,,,,,012000,MANIPURI ,1,1,0,,,,,
00,INDIA,,,,,,,,,,,040000,ENGLISH ,1,1,0
00,INDIA,,,,,,013000,MARATHI ,15,9,6,,,,,
00,INDIA,,,,,,,,,,,006000,HINDI ,3,2,1
00,INDIA,,,,,,,,,,,040000,ENGLISH ,3,1,2
00,INDIA,,,,,,014000,NEPALI ,6029,3418,2611,,,,,
00,INDIA,,,,,,,,,,,001000,ASSAMESE,60,28,32
00,INDIA,,,,,,,,,,,002000,BENGALI ,17,8,9
00,INDIA,,,,,,,,,,,006000,HINDI ,1751,1016,735
00,INDIA,,,,,,,,,,,007000,KANNADA,3,2,1
00,INDIA,,,,,,,,,,,022000,URDU,4,4,0
00,INDIA,,,,,,,,,,,031000,BHOTIA ,7,4,3
00,INDIA,,,,,,,,,,,040000,ENGLISH ,979,545,434
00,INDIA,,,,,,,,,,,078000,LEPCHA ,5,4,1
00,INDIA,,,,,,,,,,,103000,RAI ,80,45,35
00,INDIA,,,,,,,,,,,124000,OTHERS,5,2,3
00,INDIA,,,,,,015000,ODIA ,12,6,6,,,,,
00,INDIA,,,,,,,,,,,006000,HINDI ,3,2,1
00,INDIA,,,,,,016000,PUNJABI ,12,7,5,,,,,
00,INDIA,,,,,,,,,,,006000,HINDI ,1,1,0
00,INDIA,,,,,,,,,,,022000,URDU,1,1,0
00,INDIA,,,,,,,,,,,040000,ENGLISH ,1,1,0
00,INDIA,,,,,,017000,SANSKRIT ,7,4,3,,,,,
00,INDIA,,,,,,,,,,,006000,HINDI ,6,3,3
00,INDIA,,,,,,,,,,,040000,ENGLISH ,1,1,0
00,INDIA,,,,,,020000,TAMIL ,77,36,41,,,,,
00,INDIA,,,,,,,,,,,006000,HINDI ,22,7,15
00,INDIA,,,,,,,,,,,007000,KANNADA,7,6,1
00,INDIA,,,,,,,,,,,011000,MALAYALAM,2,1,1
00,INDIA,,,,,,,,,,,040000,ENGLISH ,25,12,13
00,INDIA,,,,,,021000,TELUGU ,6,4,2,,,,,
00,INDIA,,,,,,,,,,,006000,HINDI ,1,0,1
00,INDIA,,,,,,022000,URDU,43178,26368,16810,,,,,
00,INDIA,,,,,,,,,,,001000,ASSAMESE,1,1,0
00,INDIA,,,,,,,,,,,002000,BENGALI ,3,2,1
00,INDIA,,,,,,,,,,,005000,GUJARATI,165,129,36
00,INDIA,,,,,,,,,,,006000,HINDI ,124,89,35
00,INDIA,,,,,,,,,,,008000,KASHMIRI ,107,71,36
00,INDIA,,,,,,,,,,,014000,NEPALI ,1,1,0
00,INDIA,,,,,,,,,,,016000,PUNJABI ,2,1,1
00,INDIA,,,,,,,,,,,028000,ARABIC/ARBI ,68,56,12
00,INDIA,,,,,,,,,,,029000,BALTI ,171,105,66
00,INDIA,,,,,,,,,,,040000,ENGLISH ,9090,5843,3247
00,INDIA,,,,,,,,,,,073000,LADAKHI ,115,67,48
00,INDIA,,,,,,,,,,,109000,SHINA,94,62,32
00,INDIA,,,,,,,,,,,117000,TULU ,2,0,2
00,INDIA,,,,,,,,,,,124000,OTHERS,106,85,21
00,INDIA,,,,,,023000,ADI ,1,1,0,,,,,
00,INDIA,,,,,,,,,,,040000,ENGLISH ,1,1,0
00,INDIA,,,,,,028000,ARABIC/ARBI ,73,58,15,,,,,
00,INDIA,,,,,,,,,,,005000,GUJARATI,23,22,1
00,INDIA,,,,,,,,,,,022000,URDU,7,5,2
00,INDIA,,,,,,,,,,,124000,OTHERS,13,13,0
00,INDIA,,,,,,029000,BALTI ,374,150,224,,,,,
00,INDIA,,,,,,,,,,,005000,GUJARATI,1,0,1
00,INDIA,,,,,,,,,,,022000,URDU,150,87,63
00,INDIA,,,,,,,,,,,040000,ENGLISH ,5,2,3
00,INDIA,,,,,,,,,,,109000,SHINA,1,1,0
00,INDIA,,,,,,031000,BHOTIA ,235,109,126,,,,,
00,INDIA,,,,,,,,,,,006000,HINDI ,20,12,8
00,INDIA,,,,,,,,,,,014000,NEPALI ,6,0,6
00,INDIA,,,,,,,,,,,029000,BALTI ,1,0,1
00,INDIA,,,,,,,,,,,040000,ENGLISH ,3,2,1
00,INDIA,,,,,,,,,,,073000,LADAKHI ,2,1,1
00,INDIA,,,,,,,,,,,090000,MONPA ,1,1,0
00,INDIA,,,,,,040000,ENGLISH ,18437,10478,7959,,,,,
00,INDIA,,,,,,,,,,,001000,ASSAMESE,24,16,8
00,INDIA,,,,,,,,,,,002000,BENGALI ,10,7,3
00,INDIA,,,,,,,,,,,005000,GUJARATI,4,3,1
00,INDIA,,,,,,,,,,,006000,HINDI ,9174,4910,4264
00,INDIA,,,,,,,,,,,007000,KANNADA,46,29,17
00,INDIA,,,,,,,,,,,008000,KASHMIRI ,2,2,0
00,INDIA,,,,,,,,,,,012000,MANIPURI ,1,0,1
00,INDIA,,,,,,,,,,,013000,MARATHI ,5,2,3
00,INDIA,,,,,,,,,,,014000,NEPALI ,544,295,249
00,INDIA,,,,,,,,,,,015000,ODIA ,7,2,5
00,INDIA,,,,,,,,,,,016000,PUNJABI ,1,0,1
00,INDIA,,,,,,,,,,,017000,SANSKRIT ,1,0,1
00,INDIA,,,,,,,,,,,020000,TAMIL ,4,2,2
00,INDIA,,,,,,,,,,,022000,URDU,2074,1306,768
00,INDIA,,,,,,,,,,,028000,ARABIC/ARBI ,1,1,0
00,INDIA,,,,,,,,,,,029000,BALTI ,1,1,0
00,INDIA,,,,,,,,,,,031000,BHOTIA ,15,7,8
00,INDIA,,,,,,,,,,,055000,KHASI ,2,2,0
00,INDIA,,,,,,,,,,,073000,LADAKHI ,11,8,3
00,INDIA,,,,,,,,,,,078000,LEPCHA ,1,1,0
00,INDIA,,,,,,,,,,,108000,SHERPA ,1,1,0
00,INDIA,,,,,,,,,,,109000,SHINA,2,1,1
00,INDIA,,,,,,,,,,,111000,TAMANG ,1,1,0
00,INDIA,,,,,,,,,,,124000,OTHERS,145,95,50
00,INDIA,,,,,,045000,HALABI,3,2,1,,,,,
00,INDIA,,,,,,,,,,,040000,ENGLISH ,2,1,1
00,INDIA,,,,,,047000,HMAR,1,0,1,,,,,
00,INDIA,,,,,,,,,,,012000,MANIPURI ,1,0,1
00,INDIA,,,,,,055000,KHASI ,7,4,3,,,,,
00,INDIA,,,,,,,,,,,006000,HINDI ,2,2,0
00,INDIA,,,,,,,,,,,040000,ENGLISH ,1,1,0
00,INDIA,,,,,,059000,KINNAURI ,7,5,2,,,,,
00,INDIA,,,,,,073000,LADAKHI ,285,140,145,,,,,
00,INDIA,,,,,,,,,,,006000,HINDI ,82,18,64
00,INDIA,,,,,,,,,,,022000,URDU,2,2,0
00,INDIA,,,,,,,,,,,031000,BHOTIA ,1,1,0
00,INDIA,,,,,,,,,,,040000,ENGLISH ,28,21,7
00,INDIA,,,,,,088000,MISHMI ,1,0,1,,,,,
00,INDIA,,,,,,,,,,,006000,HINDI ,1,0,1
00,INDIA,,,,,,090000,MONPA ,9,3,6,,,,,
00,INDIA,,,,,,,,,,,006000,HINDI ,5,2,3
00,INDIA,,,,,,,,,,,023000,ADI ,1,0,1
00,INDIA,,,,,,094000,NISSI/DAFLA ,21,9,12,,,,,
00,INDIA,,,,,,,,,,,006000,HINDI ,7,4,3
00,INDIA,,,,,,,,,,,124000,OTHERS,3,2,1
00,INDIA,,,,,,103000,RAI ,117,53,64,,,,,
00,INDIA,,,,,,,,,,,006000,HINDI ,4,3,1
00,INDIA,,,,,,,,,,,014000,NEPALI ,25,14,11
00,INDIA,,,,,,108000,SHERPA ,1,1,0,,,,,
00,INDIA,,,,,,,,,,,040000,ENGLISH ,1,1,0
00,INDIA,,,,,,109000,SHINA,139,36,103,,,,,
00,INDIA,,,,,,,,,,,022000,URDU,29,16,13
00,INDIA,,,,,,,,,,,040000,ENGLISH ,8,4,4
00,INDIA,,,,,,114000,THADO ,1,1,0,,,,,
00,INDIA,,,,,,117000,TULU ,6,5,1,,,,,
00,INDIA,,,,,,,,,,,006000,HINDI ,1,1,0
00,INDIA,,,,,,124000,OTHERS,882,754,128,,,,,
00,INDIA,,,,,,,,,,,006000,HINDI ,121,105,16
00,INDIA,,,,,,,,,,,014000,NEPALI ,4,4,0
00,INDIA,,,,,,,,,,,022000,URDU,22,18,4
00,INDIA,,,,,,,,,,,028000,ARABIC/ARBI ,16,10,6
00,INDIA,,,,,,,,,,,040000,ENGLISH ,129,101,28
00,INDIA,,,,,,,,,,,094000,NISSI/DAFLA ,12,4,8
00,INDIA,116000,TRIPURI ,1011294,510715,500579,,,,,,,,,,
00,INDIA,,,,,,001000,ASSAMESE,305,182,123,,,,,
00,INDIA,,,,,,,,,,,002000,BENGALI ,41,24,17
00,INDIA,,,,,,,,,,,003000,BODO ,2,2,0
00,INDIA,,,,,,,,,,,006000,HINDI ,122,74,48
00,INDIA,,,,,,,,,,,040000,ENGLISH ,15,8,7
00,INDIA,,,,,,,,,,,052000,KARBI/MIKIR ,1,0,1
00,INDIA,,,,,,,,,,,082000,LUSHAI/MIZO ,1,1,0
00,INDIA,,,,,,002000,BENGALI ,675361,357093,318268,,,,,
00,INDIA,,,,,,,,,,,001000,ASSAMESE,62,37,25
00,INDIA,,,,,,,,,,,003000,BODO ,5,4,1
00,INDIA,,,,,,,,,,,005000,GUJARATI,1,1,0
00,INDIA,,,,,,,,,,,006000,HINDI ,27148,19459,7689
00,INDIA,,,,,,,,,,,012000,MANIPURI ,56,22,34
00,INDIA,,,,,,,,,,,014000,NEPALI ,33,11,22
00,INDIA,,,,,,,,,,,015000,ODIA ,8,2,6
00,INDIA,,,,,,,,,,,017000,SANSKRIT ,2,2,0
00,INDIA,,,,,,,,,,,018000,SANTALI ,84,42,42
00,INDIA,,,,,,,,,,,021000,TELUGU ,1,0,1
00,INDIA,,,,,,,,,,,022000,URDU,4,2,2
00,INDIA,,,,,,,,,,,026000,ANGAMI ,1,1,0
00,INDIA,,,,,,,,,,,027000,AO ,172,98,74
00,INDIA,,,,,,,,,,,033000,BISHNUPURIYA,7,2,5
00,INDIA,,,,,,,,,,,039000,DIMASA ,6,6,0
00,INDIA,,,,,,,,,,,040000,ENGLISH ,24527,14978,9549
00,INDIA,,,,,,,,,,,043000,GARO ,178,81,97
00,INDIA,,,,,,,,,,,044000,GONDI,1,0,1
00,INDIA,,,,,,,,,,,046000,HALAM ,332,241,91
00,INDIA,,,,,,,,,,,047000,HMAR,2,1,1
00,INDIA,,,,,,,,,,,055000,KHASI ,4,2,2
00,INDIA,,,,,,,,,,,065000,KONDA,1,0,1
00,INDIA,,,,,,,,,,,071000,KUKI,18,11,7
00,INDIA,,,,,,,,,,,072000,KURUKH/ORAON ,1,1,0
00,INDIA,,,,,,,,,,,079000,LIANGMEI ,11,6,5
00,INDIA,,,,,,,,,,,082000,LUSHAI/MIZO ,1506,1011,495
00,INDIA,,,,,,,,,,,089000,MOGH ,482,307,175
00,INDIA,,,,,,,,,,,091000,MUNDA,86,52,34
00,INDIA,,,,,,,,,,,102000,RABHA ,4,2,2
00,INDIA,,,,,,,,,,,124000,OTHERS,77,46,31
00,INDIA,,,,,,003000,BODO ,12,7,5,,,,,
00,INDIA,,,,,,,,,,,002000,BENGALI ,2,2,0
00,INDIA,,,,,,,,,,,040000,ENGLISH ,1,0,1
00,INDIA,,,,,,005000,GUJARATI,17,10,7,,,,,
00,INDIA,,,,,,,,,,,006000,HINDI ,15,10,5
00,INDIA,,,,,,006000,HINDI ,9260,6421,2839,,,,,
00,INDIA,,,,,,,,,,,001000,ASSAMESE,110,65,45
00,INDIA,,,,,,,,,,,002000,BENGALI ,2692,2051,641
00,INDIA,,,,,,,,,,,003000,BODO ,1,1,0
00,INDIA,,,,,,,,,,,005000,GUJARATI,15,8,7
00,INDIA,,,,,,,,,,,007000,KANNADA,1,1,0
00,INDIA,,,,,,,,,,,012000,MANIPURI ,5,5,0
00,INDIA,,,,,,,,,,,013000,MARATHI ,10,4,6
00,INDIA,,,,,,,,,,,014000,NEPALI ,5,4,1
00,INDIA,,,,,,,,,,,015000,ODIA ,2,1,1
00,INDIA,,,,,,,,,,,016000,PUNJABI ,1,0,1
00,INDIA,,,,,,,,,,,021000,TELUGU ,3,2,1
00,INDIA,,,,,,,,,,,022000,URDU,2,2,0
00,INDIA,,,,,,,,,,,040000,ENGLISH ,1783,1189,594
00,INDIA,,,,,,,,,,,043000,GARO ,7,5,2
00,INDIA,,,,,,,,,,,046000,HALAM ,1,1,0
00,INDIA,,,,,,,,,,,055000,KHASI ,14,11,3
00,INDIA,,,,,,,,,,,079000,LIANGMEI ,1,1,0
00,INDIA,,,,,,,,,,,082000,LUSHAI/MIZO ,265,196,69
00,INDIA,,,,,,,,,,,089000,MOGH ,2,1,1
00,INDIA,,,,,,,,,,,117000,TULU ,1,0,1
00,INDIA,,,,,,,,,,,119000,WANCHO,1,0,1
00,INDIA,,,,,,,,,,,124000,OTHERS,2,2,0
00,INDIA,,,,,,007000,KANNADA,11,6,5,,,,,
00,INDIA,,,,,,,,,,,040000,ENGLISH ,7,4,3
00,INDIA,,,,,,,,,,,117000,TULU ,1,1,0
00,INDIA,,,,,,010000,MAITHILI ,4,3,1,,,,,
00,INDIA,,,,,,011000,MALAYALAM,1,1,0,,,,,
00,INDIA,,,,,,,,,,,006000,HINDI ,1,1,0
00,INDIA,,,,,,012000,MANIPURI ,48,27,21,,,,,
00,INDIA,,,,,,,,,,,002000,BENGALI ,22,9,13
00,INDIA,,,,,,,,,,,006000,HINDI ,5,4,1
00,INDIA,,,,,,,,,,,040000,ENGLISH ,6,4,2
00,INDIA,,,,,,013000,MARATHI ,4,2,2,,,,,
00,INDIA,,,,,,,,,,,002000,BENGALI ,1,1,0
00,INDIA,,,,,,,,,,,040000,ENGLISH ,1,0,1
00,INDIA,,,,,,014000,NEPALI ,53,24,29,,,,,
00,INDIA,,,,,,,,,,,002000,BENGALI ,6,2,4
00,INDIA,,,,,,,,,,,006000,HINDI ,6,5,1
00,INDIA,,,,,,,,,,,040000,ENGLISH ,5,3,2
00,INDIA,,,,,,,,,,,043000,GARO ,1,0,1
00,INDIA,,,,,,,,,,,082000,LUSHAI/MIZO ,9,4,5
00,INDIA,,,,,,015000,ODIA ,6,2,4,,,,,
00,INDIA,,,,,,,,,,,002000,BENGALI ,4,0,4
00,INDIA,,,,,,,,,,,006000,HINDI ,1,1,0
00,INDIA,,,,,,017000,SANSKRIT ,4,1,3,,,,,
00,INDIA,,,,,,,,,,,040000,ENGLISH ,1,0,1
00,INDIA,,,,,,020000,TAMIL ,6,4,2,,,,,
00,INDIA,,,,,,,,,,,006000,HINDI ,3,2,1
00,INDIA,,,,,,,,,,,040000,ENGLISH ,1,0,1
00,INDIA,,,,,,021000,TELUGU ,2,0,2,,,,,
00,INDIA,,,,,,022000,URDU,4,3,1,,,,,
00,INDIA,,,,,,,,,,,006000,HINDI ,2,2,0
00,INDIA,,,,,,023000,ADI ,1,0,1,,,,,
00,INDIA,,,,,,,,,,,002000,BENGALI ,1,0,1
00,INDIA,,,,,,026000,ANGAMI ,4,3,1,,,,,
00,INDIA,,,,,,,,,,,001000,ASSAMESE,2,2,0
00,INDIA,,,,,,027000,AO ,60,26,34,,,,,
00,INDIA,,,,,,,,,,,002000,BENGALI ,25,15,10
00,INDIA,,,,,,,,,,,006000,HINDI ,1,1,0
00,INDIA,,,,,,,,,,,040000,ENGLISH ,1,0,1
00,INDIA,,,,,,,,,,,106000,SAVARA,1,1,0
00,INDIA,,,,,,028000,ARABIC/ARBI ,1,1,0,,,,,
00,INDIA,,,,,,030000,BHILI/BHILODI ,6,3,3,,,,,
00,INDIA,,,,,,031000,BHOTIA ,1,1,0,,,,,
00,INDIA,,,,,,,,,,,001000,ASSAMESE,1,1,0
00,INDIA,,,,,,033000,BISHNUPURIYA,16,5,11,,,,,
00,INDIA,,,,,,,,,,,040000,ENGLISH ,1,1,0
00,INDIA,,,,,,039000,DIMASA ,1,1,0,,,,,
00,INDIA,,,,,,040000,ENGLISH ,9747,5676,4071,,,,,
00,INDIA,,,,,,,,,,,001000,ASSAMESE,24,15,9
00,INDIA,,,,,,,,,,,002000,BENGALI ,2630,1538,1092
00,INDIA,,,,,,,,,,,006000,HINDI ,1577,950,627
00,INDIA,,,,,,,,,,,007000,KANNADA,5,2,3
00,INDIA,,,,,,,,,,,012000,MANIPURI ,2,0,2
00,INDIA,,,,,,,,,,,014000,NEPALI ,1,1,0
00,INDIA,,,,,,,,,,,017000,SANSKRIT ,1,0,1
00,INDIA,,,,,,,,,,,020000,TAMIL ,2,1,1
00,INDIA,,,,,,,,,,,046000,HALAM ,11,6,5
00,INDIA,,,,,,,,,,,047000,HMAR,3,2,1
00,INDIA,,,,,,,,,,,055000,KHASI ,5,4,1
00,INDIA,,,,,,,,,,,071000,KUKI,1,0,1
00,INDIA,,,,,,,,,,,082000,LUSHAI/MIZO ,240,167,73
00,INDIA,,,,,,,,,,,102000,RABHA ,1,0,1
00,INDIA,,,,,,,,,,,124000,OTHERS,2,1,1
00,INDIA,,,,,,043000,GARO ,94,45,49,,,,,
00,INDIA,,,,,,,,,,,002000,BENGALI ,34,10,24
00,INDIA,,,,,,,,,,,006000,HINDI ,2,2,0
00,INDIA,,,,,,,,,,,040000,ENGLISH ,2,1,1
00,INDIA,,,,,,044000,GONDI,1,0,1,,,,,
00,INDIA,,,,,,,,,,,002000,BENGALI ,1,0,1
00,INDIA,,,,,,046000,HALAM ,134,73,61,,,,,
00,INDIA,,,,,,,,,,,002000,BENGALI ,71,46,25
00,INDIA,,,,,,,,,,,006000,HINDI ,1,0,1
00,INDIA,,,,,,,,,,,040000,ENGLISH ,13,8,5
00,INDIA,,,,,,047000,HMAR,11,3,8,,,,,
00,INDIA,,,,,,,,,,,002000,BENGALI ,1,1,0
00,INDIA,,,,,,,,,,,030000,BHILI/BHILODI ,1,0,1
00,INDIA,,,,,,,,,,,096000,PAITE,3,1,2
00,INDIA,,,,,,052000,KARBI/MIKIR ,1,1,0,,,,,
00,INDIA,,,,,,055000,KHASI ,1464,751,713,,,,,
00,INDIA,,,,,,,,,,,006000,HINDI ,9,9,0
00,INDIA,,,,,,,,,,,014000,NEPALI ,1,1,0
00,INDIA,,,,,,,,,,,040000,ENGLISH ,18,7,11
00,INDIA,,,,,,,,,,,124000,OTHERS,3,3,0
00,INDIA,,,,,,056000,KHEZHA ,1,0,1,,,,,
00,INDIA,,,,,,071000,KUKI,12,2,10,,,,,
00,INDIA,,,,,,,,,,,002000,BENGALI ,3,0,3
00,INDIA,,,,,,076000,LAKHER,1,1,0,,,,,
00,INDIA,,,,,,079000,LIANGMEI ,8,4,4,,,,,
00,INDIA,,,,,,,,,,,002000,BENGALI ,1,1,0
00,INDIA,,,,,,080000,LIMBU ,2,1,1,,,,,
00,INDIA,,,,,,082000,LUSHAI/MIZO ,23311,12841,10470,,,,,
00,INDIA,,,,,,,,,,,002000,BENGALI ,2631,1752,879
00,INDIA,,,,,,,,,,,006000,HINDI ,724,569,155
00,INDIA,,,,,,,,,,,010000,MAITHILI ,2,2,0
00,INDIA,,,,,,,,,,,014000,NEPALI ,5,3,2
00,INDIA,,,,,,,,,,,027000,AO ,1,0,1
00,INDIA,,,,,,,,,,,032000,BHUMIJ ,1,1,0
00,INDIA,,,,,,,,,,,040000,ENGLISH ,438,327,111
00,INDIA,,,,,,,,,,,043000,GARO ,5,3,2
00,INDIA,,,,,,,,,,,046000,HALAM ,4,1,3
00,INDIA,,,,,,,,,,,076000,LAKHER,1,0,1
00,INDIA,,,,,,,,,,,124000,OTHERS,11,8,3
00,INDIA,,,,,,088000,MISHMI ,1,1,0,,,,,
00,INDIA,,,,,,089000,MOGH ,136,53,83,,,,,
00,INDIA,,,,,,,,,,,002000,BENGALI ,77,34,43
00,INDIA,,,,,,,,,,,006000,HINDI ,3,3,0
00,INDIA,,,,,,,,,,,014000,NEPALI ,1,1,0
00,INDIA,,,,,,091000,MUNDA,26,11,15,,,,,
00,INDIA,,,,,,,,,,,002000,BENGALI ,7,3,4
00,INDIA,,,,,,,,,,,082000,LUSHAI/MIZO ,1,1,0
00,INDIA,,,,,,102000,RABHA ,4,2,2,,,,,
00,INDIA,,,,,,,,,,,002000,BENGALI ,2,1,1
00,INDIA,,,,,,105000,SANGTAM ,1,0,1,,,,,
00,INDIA,,,,,,,,,,,001000,ASSAMESE,1,0,1
00,INDIA,,,,,,106000,SAVARA,3,2,1,,,,,
00,INDIA,,,,,,,,,,,006000,HINDI ,1,1,0
00,INDIA,,,,,,114000,THADO ,3,2,1,,,,,
00,INDIA,,,,,,,,,,,002000,BENGALI ,3,2,1
00,INDIA,,,,,,117000,TULU ,2,0,2,,,,,
00,INDIA,,,,,,118000,VAIPHEI ,3,2,1,,,,,
00,INDIA,,,,,,119000,WANCHO,1,1,0,,,,,
00,INDIA,,,,,,,,,,,006000,HINDI ,1,1,0
00,INDIA,,,,,,120000,YIMCHUNGRE,1,1,0,,,,,
00,INDIA,,,,,,,,,,,002000,BENGALI ,1,1,0
00,INDIA,,,,,,121000,ZELIANG ,1,1,0,,,,,
00,INDIA,,,,,,,,,,,002000,BENGALI ,1,1,0
00,INDIA,,,,,,124000,OTHERS,33,14,19,,,,,
00,INDIA,,,,,,,,,,,002000,BENGALI ,4,1,3
00,INDIA,,,,,,,,,,,006000,HINDI ,1,1,0
00,INDIA,117000,TULU ,1846427,901360,945067,,,,,,,,,,
00,INDIA,,,,,,001000,ASSAMESE,23,12,11,,,,,
00,INDIA,,,,,,,,,,,002000,BENGALI ,2,1,1
00,INDIA,,,,,,,,,,,006000,HINDI ,7,4,3
00,INDIA,,,,,,002000,BENGALI ,108,55,53,,,,,
00,INDIA,,,,,,,,,,,001000,ASSAMESE,2,1,1
00,INDIA,,,,,,,,,,,006000,HINDI ,13,8,5
00,INDIA,,,,,,,,,,,007000,KANNADA,21,10,11
00,INDIA,,,,,,,,,,,011000,MALAYALAM,1,0,1
00,INDIA,,,,,,,,,,,013000,MARATHI ,1,1,0
00,INDIA,,,,,,,,,,,017000,SANSKRIT ,1,1,0
00,INDIA,,,,,,,,,,,040000,ENGLISH ,4,0,4
00,INDIA,,,,,,,,,,,043000,GARO ,10,5,5
00,INDIA,,,,,,,,,,,082000,LUSHAI/MIZO ,1,0,1
00,INDIA,,,,,,005000,GUJARATI,344,173,171,,,,,
00,INDIA,,,,,,,,,,,006000,HINDI ,94,48,46
00,INDIA,,,,,,,,,,,007000,KANNADA,17,9,8
00,INDIA,,,,,,,,,,,013000,MARATHI ,28,14,14
00,INDIA,,,,,,,,,,,020000,TAMIL ,1,1,0
00,INDIA,,,,,,,,,,,040000,ENGLISH ,36,16,20
00,INDIA,,,,,,006000,HINDI ,83995,43815,40180,,,,,
00,INDIA,,,,,,,,,,,001000,ASSAMESE,2,1,1
