C-17 POPULATION BY BILINGUALISM AND TRILINGUALISM,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
State,State name,Total speakers of languages,,,,,Number of speakers speaking subsidiary languages      (1st language),,,,,Number of speakers speaking subsidiary languages      (2nd language),,,,
Code,,Code,Name,Persons,Males,Females,Code,1 st subsidiary languages,Persons,Males,Females,Code,2nd subsidiary languages,Persons,Males,Females
00,INDIA,,,,,,039000,DIMASA ,3,1,2,,,,,
00,INDIA,,,,,,040000,ENGLISH ,43860,23248,20612,,,,,
00,INDIA,,,,,,,,,,,001000,ASSAMESE,499,247,252
00,INDIA,,,,,,,,,,,002000,BENGALI ,11,9,2
00,INDIA,,,,,,,,,,,006000,HINDI ,7447,4334,3113
00,INDIA,,,,,,,,,,,007000,KANNADA,6,6,0
00,INDIA,,,,,,,,,,,009000,KONKANI,1,0,1
00,INDIA,,,,,,,,,,,010000,MAITHILI ,25,15,10
00,INDIA,,,,,,,,,,,011000,MALAYALAM,1,1,0
00,INDIA,,,,,,,,,,,012000,MANIPURI ,11199,5895,5304
00,INDIA,,,,,,,,,,,014000,NEPALI ,21,12,9
00,INDIA,,,,,,,,,,,017000,SANSKRIT ,2,1,1
00,INDIA,,,,,,,,,,,021000,TELUGU ,4,3,1
00,INDIA,,,,,,,,,,,022000,URDU,6,5,1
00,INDIA,,,,,,,,,,,026000,ANGAMI ,4,3,1
00,INDIA,,,,,,,,,,,027000,AO ,2,1,1
00,INDIA,,,,,,,,,,,042000,GANGTE ,1,0,1
00,INDIA,,,,,,,,,,,043000,GARO ,1,0,1
00,INDIA,,,,,,,,,,,051000,KABUI ,2,1,1
00,INDIA,,,,,,,,,,,055000,KHASI ,4,2,2
00,INDIA,,,,,,,,,,,066000,KONYAK ,1,0,1
00,INDIA,,,,,,,,,,,079000,LIANGMEI ,4,2,2
00,INDIA,,,,,,,,,,,082000,LUSHAI/MIZO ,6,2,4
00,INDIA,,,,,,,,,,,084000,MAO,1,1,0
00,INDIA,,,,,,,,,,,096000,PAITE,1,1,0
00,INDIA,,,,,,,,,,,124000,OTHERS,7,4,3
00,INDIA,,,,,,042000,GANGTE ,1,1,0,,,,,
00,INDIA,,,,,,047000,HMAR,4,1,3,,,,,
00,INDIA,,,,,,,,,,,040000,ENGLISH ,1,0,1
00,INDIA,,,,,,,,,,,096000,PAITE,1,0,1
00,INDIA,,,,,,051000,KABUI ,7,2,5,,,,,
00,INDIA,,,,,,,,,,,012000,MANIPURI ,5,1,4
00,INDIA,,,,,,055000,KHASI ,1,0,1,,,,,
00,INDIA,,,,,,,,,,,012000,MANIPURI ,1,0,1
00,INDIA,,,,,,064000,KOM,6,4,2,,,,,
00,INDIA,,,,,,,,,,,012000,MANIPURI ,2,2,0
00,INDIA,,,,,,071000,KUKI,5,3,2,,,,,
00,INDIA,,,,,,,,,,,012000,MANIPURI ,1,0,1
00,INDIA,,,,,,,,,,,040000,ENGLISH ,1,1,0
00,INDIA,,,,,,079000,LIANGMEI ,2,1,1,,,,,
00,INDIA,,,,,,081000,LOTHA ,1,0,1,,,,,
00,INDIA,,,,,,082000,LUSHAI/MIZO ,6,2,4,,,,,
00,INDIA,,,,,,,,,,,012000,MANIPURI ,1,0,1
00,INDIA,,,,,,,,,,,096000,PAITE,2,1,1
00,INDIA,,,,,,084000,MAO,11,7,4,,,,,
00,INDIA,,,,,,,,,,,006000,HINDI ,2,2,0
00,INDIA,,,,,,,,,,,085000,MARAM,1,1,0
00,INDIA,,,,,,085000,MARAM,2,1,1,,,,,
00,INDIA,,,,,,,,,,,040000,ENGLISH ,2,1,1
00,INDIA,,,,,,086000,MARING ,2,1,1,,,,,
00,INDIA,,,,,,,,,,,012000,MANIPURI ,2,1,1
00,INDIA,,,,,,096000,PAITE,132,62,70,,,,,
00,INDIA,,,,,,,,,,,012000,MANIPURI ,4,0,4
00,INDIA,,,,,,,,,,,047000,HMAR,1,0,1
00,INDIA,,,,,,,,,,,082000,LUSHAI/MIZO ,2,1,1
00,INDIA,,,,,,,,,,,114000,THADO ,39,17,22
00,INDIA,,,,,,,,,,,118000,VAIPHEI ,64,35,29
00,INDIA,,,,,,,,,,,123000,ZOU ,13,6,7
00,INDIA,,,,,,,,,,,124000,OTHERS,2,0,2
00,INDIA,,,,,,101000,POCHURY,2,0,2,,,,,
00,INDIA,,,,,,,,,,,001000,ASSAMESE,1,0,1
00,INDIA,,,,,,,,,,,040000,ENGLISH ,1,0,1
00,INDIA,,,,,,105000,SANGTAM ,1,1,0,,,,,
00,INDIA,,,,,,,,,,,001000,ASSAMESE,1,1,0
00,INDIA,,,,,,107000,SEMA,1,1,0,,,,,
00,INDIA,,,,,,114000,THADO ,144,67,77,,,,,
00,INDIA,,,,,,,,,,,040000,ENGLISH ,2,1,1
00,INDIA,,,,,,,,,,,047000,HMAR,4,2,2
00,INDIA,,,,,,,,,,,096000,PAITE,68,34,34
00,INDIA,,,,,,,,,,,118000,VAIPHEI ,5,2,3
00,INDIA,,,,,,,,,,,123000,ZOU ,39,18,21
00,INDIA,,,,,,118000,VAIPHEI ,47,27,20,,,,,
00,INDIA,,,,,,,,,,,012000,MANIPURI ,1,0,1
00,INDIA,,,,,,,,,,,040000,ENGLISH ,1,0,1
00,INDIA,,,,,,,,,,,096000,PAITE,20,13,7
00,INDIA,,,,,,,,,,,114000,THADO ,19,10,9
00,INDIA,,,,,,,,,,,123000,ZOU ,1,1,0
00,INDIA,,,,,,119000,WANCHO,2,1,1,,,,,
00,INDIA,,,,,,,,,,,040000,ENGLISH ,1,0,1
00,INDIA,,,,,,120000,YIMCHUNGRE,1,1,0,,,,,
00,INDIA,,,,,,123000,ZOU ,18,10,8,,,,,
00,INDIA,,,,,,,,,,,012000,MANIPURI ,2,1,1
00,INDIA,,,,,,,,,,,040000,ENGLISH ,1,0,1
00,INDIA,,,,,,,,,,,096000,PAITE,1,1,0
00,INDIA,,,,,,,,,,,124000,OTHERS,1,1,0
00,INDIA,,,,,,124000,OTHERS,28,8,20,,,,,
00,INDIA,,,,,,,,,,,001000,ASSAMESE,5,2,3
00,INDIA,,,,,,,,,,,012000,MANIPURI ,7,2,5
00,INDIA,,,,,,,,,,,040000,ENGLISH ,1,0,1
00,INDIA,,,,,,,,,,,096000,PAITE,1,0,1
00,INDIA,113000,TANGSA,38624,19496,19128,,,,,,,,,,
00,INDIA,,,,,,001000,ASSAMESE,8613,4356,4257,,,,,
00,INDIA,,,,,,,,,,,002000,BENGALI ,2,1,1
00,INDIA,,,,,,,,,,,006000,HINDI ,3318,1972,1346
00,INDIA,,,,,,,,,,,014000,NEPALI ,74,41,33
00,INDIA,,,,,,,,,,,022000,URDU,1,1,0
00,INDIA,,,,,,,,,,,027000,AO ,3,1,2
00,INDIA,,,,,,,,,,,040000,ENGLISH ,118,73,45
00,INDIA,,,,,,,,,,,045000,HALABI,3,0,3
00,INDIA,,,,,,,,,,,095000,NOCTE ,1,0,1
00,INDIA,,,,,,,,,,,119000,WANCHO,1,1,0
00,INDIA,,,,,,,,,,,124000,OTHERS,9,6,3
00,INDIA,,,,,,002000,BENGALI ,10,2,8,,,,,
00,INDIA,,,,,,,,,,,001000,ASSAMESE,1,0,1
00,INDIA,,,,,,,,,,,006000,HINDI ,3,1,2
00,INDIA,,,,,,005000,GUJARATI,1,0,1,,,,,
00,INDIA,,,,,,006000,HINDI ,11336,6299,5037,,,,,
00,INDIA,,,,,,,,,,,001000,ASSAMESE,5647,3220,2427
00,INDIA,,,,,,,,,,,002000,BENGALI ,4,1,3
00,INDIA,,,,,,,,,,,012000,MANIPURI ,2,2,0
00,INDIA,,,,,,,,,,,014000,NEPALI ,19,6,13
00,INDIA,,,,,,,,,,,023000,ADI ,6,2,4
00,INDIA,,,,,,,,,,,040000,ENGLISH ,2374,1337,1037
00,INDIA,,,,,,,,,,,082000,LUSHAI/MIZO ,1,0,1
00,INDIA,,,,,,,,,,,095000,NOCTE ,1,0,1
00,INDIA,,,,,,,,,,,124000,OTHERS,2,0,2
00,INDIA,,,,,,007000,KANNADA,16,6,10,,,,,
00,INDIA,,,,,,,,,,,021000,TELUGU ,2,1,1
00,INDIA,,,,,,,,,,,040000,ENGLISH ,3,2,1
00,INDIA,,,,,,,,,,,117000,TULU ,4,1,3
00,INDIA,,,,,,012000,MANIPURI ,11,5,6,,,,,
00,INDIA,,,,,,,,,,,006000,HINDI ,2,2,0
00,INDIA,,,,,,,,,,,040000,ENGLISH ,4,1,3
00,INDIA,,,,,,,,,,,042000,GANGTE ,1,0,1
00,INDIA,,,,,,014000,NEPALI ,35,13,22,,,,,
00,INDIA,,,,,,,,,,,001000,ASSAMESE,16,7,9
00,INDIA,,,,,,,,,,,006000,HINDI ,10,3,7
00,INDIA,,,,,,018000,SANTALI ,4,1,3,,,,,
00,INDIA,,,,,,,,,,,006000,HINDI ,1,1,0
00,INDIA,,,,,,022000,URDU,8,5,3,,,,,
00,INDIA,,,,,,,,,,,001000,ASSAMESE,6,4,2
00,INDIA,,,,,,023000,ADI ,13,7,6,,,,,
00,INDIA,,,,,,,,,,,001000,ASSAMESE,2,1,1
00,INDIA,,,,,,,,,,,006000,HINDI ,4,2,2
00,INDIA,,,,,,027000,AO ,2,1,1,,,,,
00,INDIA,,,,,,,,,,,001000,ASSAMESE,1,0,1
00,INDIA,,,,,,031000,BHOTIA ,1,0,1,,,,,
00,INDIA,,,,,,,,,,,006000,HINDI ,1,0,1
00,INDIA,,,,,,040000,ENGLISH ,4445,2595,1850,,,,,
00,INDIA,,,,,,,,,,,001000,ASSAMESE,86,54,32
00,INDIA,,,,,,,,,,,006000,HINDI ,3909,2259,1650
00,INDIA,,,,,,,,,,,014000,NEPALI ,1,1,0
00,INDIA,,,,,,,,,,,021000,TELUGU ,1,1,0
00,INDIA,,,,,,,,,,,022000,URDU,3,3,0
00,INDIA,,,,,,,,,,,027000,AO ,2,1,1
00,INDIA,,,,,,,,,,,082000,LUSHAI/MIZO ,1,0,1
00,INDIA,,,,,,,,,,,085000,MARAM,1,0,1
00,INDIA,,,,,,,,,,,095000,NOCTE ,1,1,0
00,INDIA,,,,,,,,,,,124000,OTHERS,1,0,1
00,INDIA,,,,,,042000,GANGTE ,1,0,1,,,,,
00,INDIA,,,,,,,,,,,123000,ZOU ,1,0,1
00,INDIA,,,,,,043000,GARO ,1,0,1,,,,,
00,INDIA,,,,,,,,,,,001000,ASSAMESE,1,0,1
00,INDIA,,,,,,082000,LUSHAI/MIZO ,2,1,1,,,,,
00,INDIA,,,,,,,,,,,116000,TRIPURI ,1,0,1
00,INDIA,,,,,,095000,NOCTE ,5,1,4,,,,,
00,INDIA,,,,,,,,,,,001000,ASSAMESE,3,0,3
00,INDIA,,,,,,,,,,,006000,HINDI ,1,1,0
00,INDIA,,,,,,117000,TULU ,18,9,9,,,,,
00,INDIA,,,,,,,,,,,007000,KANNADA,15,8,7
00,INDIA,,,,,,120000,YIMCHUNGRE,1,1,0,,,,,
00,INDIA,,,,,,123000,ZOU ,3,2,1,,,,,
00,INDIA,,,,,,,,,,,042000,GANGTE ,3,2,1
00,INDIA,,,,,,124000,OTHERS,93,42,51,,,,,
00,INDIA,,,,,,,,,,,001000,ASSAMESE,36,12,24
00,INDIA,,,,,,,,,,,006000,HINDI ,23,18,5
00,INDIA,,,,,,,,,,,040000,ENGLISH ,2,0,2
00,INDIA,114000,THADO ,229340,114752,114588,,,,,,,,,,
00,INDIA,,,,,,001000,ASSAMESE,281,148,133,,,,,
00,INDIA,,,,,,,,,,,002000,BENGALI ,1,1,0
00,INDIA,,,,,,,,,,,006000,HINDI ,52,30,22
00,INDIA,,,,,,,,,,,012000,MANIPURI ,28,13,15
00,INDIA,,,,,,,,,,,014000,NEPALI ,6,3,3
00,INDIA,,,,,,,,,,,021000,TELUGU ,1,1,0
00,INDIA,,,,,,,,,,,040000,ENGLISH ,29,17,12
00,INDIA,,,,,,,,,,,047000,HMAR,4,2,2
00,INDIA,,,,,,,,,,,118000,VAIPHEI ,2,2,0
00,INDIA,,,,,,,,,,,123000,ZOU ,1,0,1
00,INDIA,,,,,,002000,BENGALI ,173,88,85,,,,,
00,INDIA,,,,,,,,,,,006000,HINDI ,24,15,9
00,INDIA,,,,,,,,,,,012000,MANIPURI ,3,1,2
00,INDIA,,,,,,,,,,,040000,ENGLISH ,6,1,5
00,INDIA,,,,,,,,,,,047000,HMAR,35,15,20
00,INDIA,,,,,,,,,,,082000,LUSHAI/MIZO ,43,24,19
00,INDIA,,,,,,,,,,,096000,PAITE,3,2,1
00,INDIA,,,,,,,,,,,118000,VAIPHEI ,2,2,0
00,INDIA,,,,,,006000,HINDI ,5606,3626,1980,,,,,
00,INDIA,,,,,,,,,,,001000,ASSAMESE,46,26,20
00,INDIA,,,,,,,,,,,002000,BENGALI ,25,12,13
00,INDIA,,,,,,,,,,,005000,GUJARATI,1,1,0
00,INDIA,,,,,,,,,,,012000,MANIPURI ,1655,1169,486
00,INDIA,,,,,,,,,,,014000,NEPALI ,18,14,4
00,INDIA,,,,,,,,,,,025000,ANAL ,1,0,1
00,INDIA,,,,,,,,,,,040000,ENGLISH ,1186,773,413
00,INDIA,,,,,,,,,,,042000,GANGTE ,5,2,3
00,INDIA,,,,,,,,,,,047000,HMAR,17,6,11
00,INDIA,,,,,,,,,,,055000,KHASI ,31,21,10
00,INDIA,,,,,,,,,,,071000,KUKI,1,1,0
00,INDIA,,,,,,,,,,,082000,LUSHAI/MIZO ,70,45,25
00,INDIA,,,,,,,,,,,096000,PAITE,8,6,2
00,INDIA,,,,,,,,,,,118000,VAIPHEI ,8,6,2
00,INDIA,,,,,,,,,,,123000,ZOU ,12,9,3
00,INDIA,,,,,,,,,,,124000,OTHERS,8,3,5
00,INDIA,,,,,,007000,KANNADA,10,4,6,,,,,
00,INDIA,,,,,,,,,,,021000,TELUGU ,2,1,1
00,INDIA,,,,,,,,,,,040000,ENGLISH ,3,1,2
00,INDIA,,,,,,010000,MAITHILI ,2,2,0,,,,,
00,INDIA,,,,,,012000,MANIPURI ,87990,44623,43367,,,,,
00,INDIA,,,,,,,,,,,001000,ASSAMESE,48,26,22
00,INDIA,,,,,,,,,,,002000,BENGALI ,57,32,25
00,INDIA,,,,,,,,,,,006000,HINDI ,3920,2704,1216
00,INDIA,,,,,,,,,,,010000,MAITHILI ,1,1,0
00,INDIA,,,,,,,,,,,014000,NEPALI ,337,234,103
00,INDIA,,,,,,,,,,,016000,PUNJABI ,1,0,1
00,INDIA,,,,,,,,,,,023000,ADI ,1,1,0
00,INDIA,,,,,,,,,,,025000,ANAL ,32,18,14
00,INDIA,,,,,,,,,,,027000,AO ,27,13,14
00,INDIA,,,,,,,,,,,040000,ENGLISH ,17642,9799,7843
00,INDIA,,,,,,,,,,,042000,GANGTE ,451,226,225
00,INDIA,,,,,,,,,,,047000,HMAR,138,50,88
00,INDIA,,,,,,,,,,,051000,KABUI ,28,16,12
00,INDIA,,,,,,,,,,,064000,KOM,38,17,21
00,INDIA,,,,,,,,,,,071000,KUKI,54,30,24
00,INDIA,,,,,,,,,,,079000,LIANGMEI ,2,1,1
00,INDIA,,,,,,,,,,,082000,LUSHAI/MIZO ,155,75,80
00,INDIA,,,,,,,,,,,084000,MAO,2,0,2
00,INDIA,,,,,,,,,,,086000,MARING ,2,1,1
00,INDIA,,,,,,,,,,,096000,PAITE,257,148,109
00,INDIA,,,,,,,,,,,112000,TANGKHUL ,58,29,29
00,INDIA,,,,,,,,,,,118000,VAIPHEI ,953,485,468
00,INDIA,,,,,,,,,,,122000,ZEMI ,2,1,1
00,INDIA,,,,,,,,,,,123000,ZOU ,1312,593,719
00,INDIA,,,,,,,,,,,124000,OTHERS,136,63,73
00,INDIA,,,,,,013000,MARATHI ,8,6,2,,,,,
00,INDIA,,,,,,,,,,,006000,HINDI ,1,1,0
00,INDIA,,,,,,014000,NEPALI ,289,165,124,,,,,
00,INDIA,,,,,,,,,,,002000,BENGALI ,1,0,1
00,INDIA,,,,,,,,,,,006000,HINDI ,17,11,6
00,INDIA,,,,,,,,,,,012000,MANIPURI ,100,55,45
00,INDIA,,,,,,,,,,,040000,ENGLISH ,19,11,8
00,INDIA,,,,,,,,,,,082000,LUSHAI/MIZO ,1,0,1
00,INDIA,,,,,,015000,ODIA ,10,7,3,,,,,
00,INDIA,,,,,,,,,,,006000,HINDI ,2,2,0
00,INDIA,,,,,,020000,TAMIL ,31,12,19,,,,,
00,INDIA,,,,,,,,,,,006000,HINDI ,1,1,0
00,INDIA,,,,,,,,,,,012000,MANIPURI ,2,1,1
00,INDIA,,,,,,,,,,,040000,ENGLISH ,6,3,3
00,INDIA,,,,,,021000,TELUGU ,255,143,112,,,,,
00,INDIA,,,,,,,,,,,040000,ENGLISH ,2,1,1
00,INDIA,,,,,,022000,URDU,5,5,0,,,,,
00,INDIA,,,,,,,,,,,040000,ENGLISH ,5,5,0
00,INDIA,,,,,,023000,ADI ,1,0,1,,,,,
00,INDIA,,,,,,,,,,,012000,MANIPURI ,1,0,1
00,INDIA,,,,,,025000,ANAL ,7,5,2,,,,,
00,INDIA,,,,,,,,,,,012000,MANIPURI ,2,2,0
00,INDIA,,,,,,,,,,,082000,LUSHAI/MIZO ,1,1,0
00,INDIA,,,,,,027000,AO ,7,3,4,,,,,
00,INDIA,,,,,,,,,,,001000,ASSAMESE,1,1,0
00,INDIA,,,,,,039000,DIMASA ,2,2,0,,,,,
00,INDIA,,,,,,040000,ENGLISH ,40349,21267,19082,,,,,
00,INDIA,,,,,,,,,,,001000,ASSAMESE,38,21,17
00,INDIA,,,,,,,,,,,002000,BENGALI ,43,27,16
00,INDIA,,,,,,,,,,,006000,HINDI ,4218,2551,1667
00,INDIA,,,,,,,,,,,007000,KANNADA,4,3,1
00,INDIA,,,,,,,,,,,012000,MANIPURI ,11986,6535,5451
00,INDIA,,,,,,,,,,,013000,MARATHI ,1,0,1
00,INDIA,,,,,,,,,,,014000,NEPALI ,46,26,20
00,INDIA,,,,,,,,,,,020000,TAMIL ,2,0,2
00,INDIA,,,,,,,,,,,021000,TELUGU ,4,2,2
00,INDIA,,,,,,,,,,,022000,URDU,1,1,0
00,INDIA,,,,,,,,,,,025000,ANAL ,1,0,1
00,INDIA,,,,,,,,,,,027000,AO ,2,2,0
00,INDIA,,,,,,,,,,,042000,GANGTE ,148,68,80
00,INDIA,,,,,,,,,,,043000,GARO ,6,3,3
00,INDIA,,,,,,,,,,,047000,HMAR,258,123,135
00,INDIA,,,,,,,,,,,051000,KABUI ,3,1,2
00,INDIA,,,,,,,,,,,052000,KARBI/MIKIR ,1,1,0
00,INDIA,,,,,,,,,,,055000,KHASI ,28,14,14
00,INDIA,,,,,,,,,,,064000,KOM,3,1,2
00,INDIA,,,,,,,,,,,071000,KUKI,25,17,8
00,INDIA,,,,,,,,,,,079000,LIANGMEI ,5,0,5
00,INDIA,,,,,,,,,,,082000,LUSHAI/MIZO ,100,54,46
00,INDIA,,,,,,,,,,,084000,MAO,1,0,1
00,INDIA,,,,,,,,,,,086000,MARING ,1,0,1
00,INDIA,,,,,,,,,,,096000,PAITE,272,147,125
00,INDIA,,,,,,,,,,,118000,VAIPHEI ,112,58,54
00,INDIA,,,,,,,,,,,123000,ZOU ,256,133,123
00,INDIA,,,,,,,,,,,124000,OTHERS,47,22,25
00,INDIA,,,,,,042000,GANGTE ,968,442,526,,,,,
00,INDIA,,,,,,,,,,,006000,HINDI ,6,4,2
00,INDIA,,,,,,,,,,,012000,MANIPURI ,78,39,39
00,INDIA,,,,,,,,,,,040000,ENGLISH ,41,19,22
00,INDIA,,,,,,,,,,,047000,HMAR,4,1,3
00,INDIA,,,,,,,,,,,082000,LUSHAI/MIZO ,4,3,1
00,INDIA,,,,,,,,,,,096000,PAITE,125,63,62
00,INDIA,,,,,,,,,,,112000,TANGKHUL ,6,3,3
00,INDIA,,,,,,,,,,,118000,VAIPHEI ,176,83,93
00,INDIA,,,,,,,,,,,123000,ZOU ,62,34,28
00,INDIA,,,,,,,,,,,124000,OTHERS,18,4,14
00,INDIA,,,,,,043000,GARO ,1,1,0,,,,,
00,INDIA,,,,,,047000,HMAR,777,336,441,,,,,
00,INDIA,,,,,,,,,,,002000,BENGALI ,9,1,8
00,INDIA,,,,,,,,,,,006000,HINDI ,6,3,3
00,INDIA,,,,,,,,,,,012000,MANIPURI ,49,11,38
00,INDIA,,,,,,,,,,,040000,ENGLISH ,62,26,36
00,INDIA,,,,,,,,,,,042000,GANGTE ,47,17,30
00,INDIA,,,,,,,,,,,079000,LIANGMEI ,6,4,2
00,INDIA,,,,,,,,,,,082000,LUSHAI/MIZO ,49,22,27
00,INDIA,,,,,,,,,,,096000,PAITE,124,64,60
00,INDIA,,,,,,,,,,,118000,VAIPHEI ,10,4,6
00,INDIA,,,,,,,,,,,123000,ZOU ,34,13,21
00,INDIA,,,,,,,,,,,124000,OTHERS,24,11,13
00,INDIA,,,,,,051000,KABUI ,34,19,15,,,,,
00,INDIA,,,,,,,,,,,006000,HINDI ,1,1,0
00,INDIA,,,,,,,,,,,012000,MANIPURI ,10,4,6
00,INDIA,,,,,,,,,,,040000,ENGLISH ,1,1,0
00,INDIA,,,,,,,,,,,042000,GANGTE ,7,4,3
00,INDIA,,,,,,,,,,,071000,KUKI,5,2,3
00,INDIA,,,,,,,,,,,082000,LUSHAI/MIZO ,3,3,0
00,INDIA,,,,,,,,,,,096000,PAITE,3,1,2
00,INDIA,,,,,,052000,KARBI/MIKIR ,3,3,0,,,,,
00,INDIA,,,,,,,,,,,055000,KHASI ,1,1,0
00,INDIA,,,,,,055000,KHASI ,178,89,89,,,,,
00,INDIA,,,,,,,,,,,006000,HINDI ,26,15,11
00,INDIA,,,,,,,,,,,040000,ENGLISH ,16,8,8
00,INDIA,,,,,,,,,,,082000,LUSHAI/MIZO ,1,1,0
00,INDIA,,,,,,064000,KOM,21,13,8,,,,,
00,INDIA,,,,,,,,,,,012000,MANIPURI ,7,4,3
00,INDIA,,,,,,,,,,,040000,ENGLISH ,2,1,1
00,INDIA,,,,,,,,,,,042000,GANGTE ,2,2,0
00,INDIA,,,,,,,,,,,123000,ZOU ,1,0,1
00,INDIA,,,,,,066000,KONYAK ,1,0,1,,,,,
00,INDIA,,,,,,071000,KUKI,674,305,369,,,,,
00,INDIA,,,,,,,,,,,006000,HINDI ,6,4,2
00,INDIA,,,,,,,,,,,012000,MANIPURI ,245,98,147
00,INDIA,,,,,,,,,,,040000,ENGLISH ,157,91,66
00,INDIA,,,,,,,,,,,051000,KABUI ,2,1,1
00,INDIA,,,,,,,,,,,079000,LIANGMEI ,2,1,1
00,INDIA,,,,,,,,,,,082000,LUSHAI/MIZO ,5,1,4
00,INDIA,,,,,,,,,,,096000,PAITE,2,1,1
00,INDIA,,,,,,,,,,,123000,ZOU ,8,0,8
00,INDIA,,,,,,079000,LIANGMEI ,4,2,2,,,,,
00,INDIA,,,,,,,,,,,040000,ENGLISH ,1,0,1
00,INDIA,,,,,,,,,,,047000,HMAR,1,1,0
00,INDIA,,,,,,082000,LUSHAI/MIZO ,707,332,375,,,,,
00,INDIA,,,,,,,,,,,002000,BENGALI ,17,9,8
00,INDIA,,,,,,,,,,,006000,HINDI ,48,35,13
00,INDIA,,,,,,,,,,,012000,MANIPURI ,175,79,96
00,INDIA,,,,,,,,,,,014000,NEPALI ,1,0,1
00,INDIA,,,,,,,,,,,025000,ANAL ,16,4,12
00,INDIA,,,,,,,,,,,040000,ENGLISH ,29,13,16
00,INDIA,,,,,,,,,,,042000,GANGTE ,7,0,7
00,INDIA,,,,,,,,,,,047000,HMAR,26,10,16
00,INDIA,,,,,,,,,,,051000,KABUI ,6,1,5
00,INDIA,,,,,,,,,,,055000,KHASI ,1,0,1
00,INDIA,,,,,,,,,,,096000,PAITE,32,12,20
00,INDIA,,,,,,,,,,,098000,PAWI ,3,0,3
00,INDIA,,,,,,,,,,,118000,VAIPHEI ,6,3,3
00,INDIA,,,,,,,,,,,123000,ZOU ,4,2,2
00,INDIA,,,,,,,,,,,124000,OTHERS,2,0,2
00,INDIA,,,,,,084000,MAO,1,1,0,,,,,
00,INDIA,,,,,,086000,MARING ,2,1,1,,,,,
00,INDIA,,,,,,,,,,,040000,ENGLISH ,1,0,1
00,INDIA,,,,,,090000,MONPA ,1,1,0,,,,,
00,INDIA,,,,,,,,,,,040000,ENGLISH ,1,1,0
00,INDIA,,,,,,091000,MUNDA,1,1,0,,,,,
00,INDIA,,,,,,096000,PAITE,1432,660,772,,,,,
00,INDIA,,,,,,,,,,,006000,HINDI ,2,2,0
00,INDIA,,,,,,,,,,,012000,MANIPURI ,68,34,34
00,INDIA,,,,,,,,,,,040000,ENGLISH ,53,30,23
00,INDIA,,,,,,,,,,,042000,GANGTE ,239,119,120
00,INDIA,,,,,,,,,,,047000,HMAR,52,23,29
00,INDIA,,,,,,,,,,,051000,KABUI ,2,1,1
00,INDIA,,,,,,,,,,,071000,KUKI,5,2,3
00,INDIA,,,,,,,,,,,082000,LUSHAI/MIZO ,10,3,7
00,INDIA,,,,,,,,,,,086000,MARING ,1,0,1
00,INDIA,,,,,,,,,,,118000,VAIPHEI ,136,63,73
00,INDIA,,,,,,,,,,,123000,ZOU ,89,35,54
00,INDIA,,,,,,,,,,,124000,OTHERS,88,36,52
00,INDIA,,,,,,112000,TANGKHUL ,46,21,25,,,,,
00,INDIA,,,,,,,,,,,012000,MANIPURI ,7,5,2
00,INDIA,,,,,,,,,,,040000,ENGLISH ,2,2,0
00,INDIA,,,,,,,,,,,042000,GANGTE ,8,3,5
00,INDIA,,,,,,,,,,,118000,VAIPHEI ,2,2,0
00,INDIA,,,,,,,,,,,123000,ZOU ,5,4,1
00,INDIA,,,,,,,,,,,124000,OTHERS,2,1,1
00,INDIA,,,,,,118000,VAIPHEI ,1278,594,684,,,,,
00,INDIA,,,,,,,,,,,001000,ASSAMESE,1,0,1
00,INDIA,,,,,,,,,,,006000,HINDI ,3,3,0
00,INDIA,,,,,,,,,,,012000,MANIPURI ,155,79,76
00,INDIA,,,,,,,,,,,040000,ENGLISH ,30,19,11
00,INDIA,,,,,,,,,,,042000,GANGTE ,148,67,81
00,INDIA,,,,,,,,,,,047000,HMAR,33,13,20
00,INDIA,,,,,,,,,,,082000,LUSHAI/MIZO ,2,1,1
00,INDIA,,,,,,,,,,,096000,PAITE,189,89,100
00,INDIA,,,,,,,,,,,112000,TANGKHUL ,2,2,0
00,INDIA,,,,,,,,,,,123000,ZOU ,162,88,74
00,INDIA,,,,,,,,,,,124000,OTHERS,34,15,19
00,INDIA,,,,,,119000,WANCHO,10,9,1,,,,,
00,INDIA,,,,,,,,,,,006000,HINDI ,1,1,0
00,INDIA,,,,,,,,,,,012000,MANIPURI ,5,5,0
00,INDIA,,,,,,,,,,,123000,ZOU ,1,1,0
00,INDIA,,,,,,122000,ZEMI ,1,0,1,,,,,
00,INDIA,,,,,,123000,ZOU ,2093,981,1112,,,,,
00,INDIA,,,,,,,,,,,006000,HINDI ,3,3,0
00,INDIA,,,,,,,,,,,012000,MANIPURI ,390,193,197
00,INDIA,,,,,,,,,,,027000,AO ,5,2,3
00,INDIA,,,,,,,,,,,040000,ENGLISH ,150,72,78
00,INDIA,,,,,,,,,,,042000,GANGTE ,58,31,27
00,INDIA,,,,,,,,,,,047000,HMAR,13,8,5
00,INDIA,,,,,,,,,,,082000,LUSHAI/MIZO ,1,0,1
00,INDIA,,,,,,,,,,,096000,PAITE,129,58,71
00,INDIA,,,,,,,,,,,112000,TANGKHUL ,23,11,12
00,INDIA,,,,,,,,,,,118000,VAIPHEI ,277,127,150
00,INDIA,,,,,,,,,,,124000,OTHERS,168,70,98
00,INDIA,,,,,,124000,OTHERS,595,292,303,,,,,
